sample_id	accession_id	CurrentName	plate	well	has_seed	RowTree	Voucher	Provenance	RowNum	YearPlanted	TreeNum	DNNumber	FieldComments	Date	FieldDetermination	Location	Description	Latitude	Longitude	Genus	Subgenus	Section	Series	Subseries	Species	Subspecies
CCA1439	CCA1439	Eucalyptus herbertiana	CC02	C06	No	R084/T22	DN 1933	Kununurra, WA	84	1998	22	1933		1996-10-15	Eucalyptus herbertiana	Kelly's Knob, Kununurra township, Western Australia.	Mallee 4 m tall. Bark smooth, white and pinkish-cream. Leaves dull, green. Growing in between rocks on rocky hill with Corymbia cliftoniana? and C. drysdalensis. CANB, PERTH photo	-15.7666666666667	128.733333333333	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Subexsertae	herbertiana	""
CCA1474	CCA1474	Eucalyptus eremicola subsp. peeneri	CC02	D06	Yes	R086/T12	DN 1542	Lake Yeo, WA	86	1996	12	1542		1995-09-17	Eucalyptus eremicola subsp. peeneri	South of Yeo Lake, Great Victoria Desert, Western Australia.	Mallee 6m tall. Bark rough for 203m, grey brown, then smooth, white. Leaves dull, blue green at first, becoming glossy, green. In red sand with Eucalyptus lucasii. Photos AD	-28.1011111111111	124.2125	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Oleaginae	eremicola	peeneri
CCA1564	CCA1564	Eucalyptus platyphylla	CC02	E06	No	R089/T24	DN 1350	Daly Waters, NT	89	1996	24	1350		1995-04-18	Eucalyptus bigalerita	Near Daly Waters on Stuart HW, Northern Territory	Tree 10 m tall. Bark smooth, white. Leaves dull, light green. Growing with Corymbia ferruginea, C. polycarpa, Eucalyptus camaldulensis var. obtusa and E. patellaris. Photo AD	-16.2519444444444	133.3975	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Subexsertae	platyphylla	""
CCA1594	CCA1594	Eucalyptus infera	CC02	F06	Yes	R090/T26	DN 1254	Durikai State Forest, Qld	90	1996	26	1254		1995-04-08	Eucalyptus infera	State Forest south-west of Warwick, Queensland.	Whipstick mallee 5 m tall. Bark smooth, tan and grey over pale orange. Leaves glossy, dark green. Growing in very small waterway with Corymbia maculata, Eucalyptus moluccana and E. fibrosa. Photos AD	-28.3994444444444	151.703055555556	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	infera	""
CCA2829	CCA2829	Corymbia aparrerinja	CC02	G06	No	R132/T05	-	Unknown	132	1997	5									Corymbia	Blakella	Abbreviatae	'Scutiformes' ms	""	aparrerinja	""
CCA1655	CCA1655	Eucalyptus grandis	CC02	H06	Yes	R093/T36	DN 1237	Johns River, NSW	93	1996	36	1237		1995-04-07	Eucalyptus grandis	south of Kew on Pacific HW, NSW	Tree 30m tall. Bark rough, tessellated, dark grey for about 1m then smooth white. Leaves discolourous, glossy, green. Growing beside creek with E. pilularis and E. microcorys. Photo AD	-31.6916666666667	152.734166666667	Eucalyptus	Symphyomyrtus	Latoangulatae	Transversae	""	grandis	""
CCA1654	CCA1654	Eucalyptus grandis	CC02	A07	Yes	R093/T35	DN 1237	Johns River, NSW	93	1996	35	1237		1995-04-07	Eucalyptus grandis	south of Kew on Pacific HW, NSW	Tree 30m tall. Bark rough, tessellated, dark grey for about 1m then smooth white. Leaves discolourous, glossy, green. Growing beside creek with E. pilularis and E. microcorys. Photo AD	-31.6916666666667	152.734166666667	Eucalyptus	Symphyomyrtus	Latoangulatae	Transversae	""	grandis	""
CCA1650	CCA1650	Corymbia gummifera	CC02	B07	No	R093/T18	DN 1228	Ku-Ring-Gai Chase, NSW	93	1996	18	1228		1995-04-06	Corymbia gummifera	Ku-Ring-Gai Chase National Park, near Sydney, New South Wales.	Small tree 5 metres tall. Bark rough, tessellated, grey-brown. Leaves discolorous, glossy green. Growing on sandstone with Eucalyptus oblonga and E. racemosa. AD	-33.6841666666667	151.231666666667	Corymbia	Corymbia	Corymbia	'Cymbiformes' ms	""	gummifera	""
CCA1644	CCA1644	Eucalyptus camaldulensis subsp. simulata	CC02	C07	No	R093/T08	DN 1314	Laura, Qld	93	1996	8	1314		1995-04-14	Eucalyptus camaldulensis subsp. simulata	Near Laura, QLD	Tree 8m tall. Bark smooth, greenish white and tan. Leaves slightly glossy, green. In sandy Laura River with Melaleuca. AD	-15.5552777777778	144.439166666667	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	camaldulensis	simulata
CCA1660	CCA1660	Eucalyptus microcorys	CC02	D07	Yes	R094/T05	DN 1238	Johns River, NSW	94	1996	5	1238		1995-04-07	Eucalyptus microcorys	South of Kew on Pacific Highway, New South Wales.	Tree 35 metres tall. Bark rough, tightly held stringy red brown. Leaves discolourous, glossy, green.  Growing near creek with Eucalyptus grandis and E. pilularis. Photos AD	-31.6916666666667	152.734166666667	Eucalyptus	Alveolata	""	""	""	microcorys	""
CCA2812	CCA2812	Angophora floribunda	CC02	E07	No	R131/T10	-	Unknown	131	1997	10									Angophora	""	""	Angophora	'Floribundinae' ms	floribunda	""
CCA3263	CCA3263	Corymbia abergiana	CC02	F07	Yes	R159/T13	DN 1303	Paluma, Qld	159	1998	13	1303		1995-04-12	Corymbia abergiana	West of Paluma towards Hidden Valley, Queensland.	Scraggly multi-stemmed tree 4 metres tall. Bark rough and tessellated, brown. Leaves discolorous, glossy, dark green. Growing on gravely sand with Eucalyptus uvida. Photo  AD	-19.0072222222222	146.091111111111	Corymbia	Corymbia	Corymbia	'Dorsiventrales' ms	""	abergiana	""
CCA3261	CCA3261	Eucalyptus curtisii	CC02	G07	No	R159/T09	DN 2108	Beerwah, Qld	159	1998	9	2108		1997-12-14	Eucalyptus curtisii	Near Beerwah, Queensland.	Slender mallee 4 metres tall. Bark smooth, tan. Leaves discolorous, glossy, green above. On white sand with Eucalyptus racemosa and Corymbia gummifera. AD Photo	-26.8644444444444	152.985	Eucalyptus	Acerosae	""	""	""	curtisii	""
CCA3250	CCA3250	Eucalyptus squamosa	CC02	H07	No	R158/T17	DN 2072	Glenbrook, NSW	158	1998	17	2072		1997-12-10	Eucalyptus squamosa	Blue Mountains National Park, near Glenbrook, New South Wales.	Tree 8 m tall. Bark rough to small branches, finely fissured, grey. Leaves dull, blue-green. Growing on edge of ridge with A. costata, E. sparsifolia, C. gummifera and Syncarpia. AD, CANB Photo	-33.795	150.570555555556	Eucalyptus	Symphyomyrtus	Bisectae	Squamosae	""	squamosa	""
CCA3248	CCA3248	Angophora costata subsp. costata	CC02	A08	Yes	R158/T10	DN 2073	Glenbrook, NSW	158	1998	10	2073		1997-12-10	Angophora costata subsp. costata	Blue Mountains National Park, near Glenbrook, New South Wales.	Tree 14 metres tall. Bark smooth, grey and pink over orange. Leaves discolorous, glossy and green above. Growing with Corymbia gummifera, C. eximia, Eucalyptus racemosa and Syncarpia. AD, CANB	-33.7991666666667	150.596944444444	Angophora	""	""	'Costatitae' ms	""	costata	costata
CCA3247	CCA3247	Angophora costata subsp. costata	CC02	B08	Yes	R158/T09	DN 2073	Glenbrook, NSW	158	1998	9	2073		1997-12-10	Angophora costata subsp. costata	Blue Mountains National Park, near Glenbrook, New South Wales.	Tree 14 metres tall. Bark smooth, grey and pink over orange. Leaves discolorous, glossy and green above. Growing with Corymbia gummifera, C. eximia, Eucalyptus racemosa and Syncarpia. AD, CANB	-33.7991666666667	150.596944444444	Angophora	""	""	'Costatitae' ms	""	costata	costata
CCA3176	CCA3176	Eucalyptus major	CC02	C08	No	R151/T09	DN 2107	Helidon Hills, Qld	151	1998	9	2107		1997-12-14	Eucalyptus major	Helidon Hills, north-east of Helidon, Queensland.	Tree 15 m tall. Bark smooth, grey over light grey. Leaves discolorous, glossy, green above. Growing with Corymbia variegata, C. ?intermedia and Eucalyptus taurina. AD Photo	-27.5186111111111	152.160833333333	Eucalyptus	Symphyomyrtus	Exsertaria	Connexentes	""	major	""
CCA3011	CCA3011	Corymbia maculata	CC02	D08	Yes	R140/T05	DN 1752	Narooma, NSW	140	1997	5	1752		1996-04-20	Corymbia maculata	Near Narooma, New South Wales.	Tree 18 metres tall. Bark smooth, blotched grey over cream. Leaves glossy, green. Growing on hillside in a nearly pure stand, with a few Eucalyptus botryoides. AD	-36.2816666666667	150.124722222222	Corymbia	Blakella	Maculatae	""	""	maculata	""
CCA3012	CCA3012	Corymbia maculata	CC02	E08	Yes	R140/T06	DN 1752	Narooma, NSW	140	1997	6	1752		1996-04-20	Corymbia maculata	Near Narooma, New South Wales.	Tree 18 metres tall. Bark smooth, blotched grey over cream. Leaves glossy, green. Growing on hillside in a nearly pure stand, with a few Eucalyptus botryoides. AD	-36.2816666666667	150.124722222222	Corymbia	Blakella	Maculatae	""	""	maculata	""
CCA2909	CCA2909	Corymbia eremaea subsp. eremaea	CC02	F08	No	R135/T17	DN 1708	Iltur outstation, SA	135	1997	17	1708		1996-03-15	Corymbia eremaea subsp. eremaea	Near Iltur Outstation, Great Victoria Desert, South Australia	Multi-stemmed tree 6 metres tall. Bark rough, tessellated, soft, grey-brown. Leaves slightly discolorous, dull, pale green. Growing in red sand with mulga scrub. AD, CANB Photos	-27.4661111111111	130.494166666667	Corymbia	Corymbia	Corymbia	'Isobilaterales' ms	'Limitaneae' ms	eremaea	eremaea
CCA3464	CCA3464	Angophora melanoxylon	CC02	G08	No	R173/T01	DN 2552	St George, Qld	173	1999	1	2552		1998-10-08	Angophora melanoxylon	North of St George on the Carnarvon Highway, Queensland.	Tree 10 metres tall. Bark rough throughout, finely fissured, hard, grey-brown. Leaves discolorous, dull and green above. Growing on sandy plain with Corymbia tessellaris, Eucalyptus melanophloia subsp. melanophloia and E. populnea. AD	-27.9627777777778	148.687222222222	Angophora	""	""	Angophora	'Melanoxylon' ms	melanoxylon	""
CCA3451	CCA3451	Eucalyptus camaldulensis subsp. obtusa	CC02	H08	No	R172/T16	DN 2489	Daly Waters, NT	172	1999	15	2489	T16 not 15	1998-09-30	Eucalyptus camaldulensis subsp. obtusa	Daly Waters area on the Stuart Highway, NT.	Tree 10 m tall. Bark smooth throughout, powdery white and pale pink. Leaves slightly glossy, green. Growing in small creek with Corymbia polycarpa and Eucalyptus bigalerita. AD, CANB	-16.2519444444444	133.397777777778	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	camaldulensis	obtusa
CCA6041	CCA6041	Eucalyptus jucunda	CC02	A09	No	R345/T05	DN 7228	Kalbarri Nat. Park, WA	345	2017	5	7228		2016-09-07	Eucalyptus jucunda	Road to Nature's Window, Kalbarri National Park, Western Australia.	Mallee 3 metres tall. Bark rough for < 1 metre. Leaves very slightly glossy, green. On yellow sandplain. Nearby is Eucalyptus subangusta subsp. subangusta, E. sp. Kalbarri, E eudesmioides and E. oldfieldii. PERTH + seeds	-27.6261111111111	114.364722222222	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Jucundae	jucunda	""
CCA6033	CCA6033	Eucalyptus cosmophylla	CC02	B09	No	R344/T26	DN 7236	Clarendon, SA	344	2017	26	7236		2016-10-10	Eucalyptus cosmophylla	Frith Rd, north-east of Clarendon, South Australia.	Poor-formed tree to 4 metres tall. Bark smooth throughout, dull, pale grey to cream. Common here on broad ridge in low dense woodland with Eucalyptus obliqua. AD + seeds	-35.095	138.649722222222	Eucalyptus	Symphyomyrtus	Incognitae	Incognitae	""	cosmophylla	""
CCA5922	CCA5922	Eucalyptus guilfoylei	CC02	C09	No	R340/T26	DN 4632	Mt Frankland, WA	340	2017	26	4632		2003-08-14	Eucalyptus guilfoylei	Between Walpole and Mt Frankland, N of Walpole, Western Australia.	Tree to 25 metres tall. Bark rough throughout, stringy-fibrous, grey-brown over red-brown. Leaves strongly discolorous, glossy and dark green above. Growing on moderate slope in tall forest, relatively uncommon, with Corymbia calophylla and Eucalyptus diversicolor. AD, PERTH	-34.9105555555556	116.688888888889	Eucalyptus	Cruciformes	""	""	""	guilfoylei	""
CCA5926	CCA5926	Corymbia tessellaris	CC02	D09	No	R341/T01	-	Unknown, Qld	341	2017	1									Corymbia	Blakella	Abbreviatae	'Tessellatae' ms	""	tessellaris	""
CCA5615	CCA5615	Corymbia ficifolia	CC02	E09	No	R310/T02	DN 5523	Boulder Hill, WA	310	2011	2	5523		2010-03-24	Corymbia ficifolia	Boulder Hill, S of Manypeaks, Western Australia.	Sprawling dense 'mallee' to 2 m tall. Leaves more or less dull, light green to dark green. Old dead flowers red to orange. About 50+ clumps on south facing slope in white peaty sand between granite boulders with some Eucalyptus marginata subsp. marginata. Corymbia calophylla nearby but not mixed in stand. PERTH + seed + photos	-34.9377777777778	118.198055555556	Corymbia	Corymbia	Calophyllae	""	""	ficifolia	""
CCA5616	CCA5616	Corymbia ficifolia	CC02	F09	No	R310/T03	DN 5523	Boulder Hill, WA	310	2011	3	5523		2010-03-24	Corymbia ficifolia	Boulder Hill, S of Manypeaks, Western Australia.	Sprawling dense 'mallee' to 2 m tall. Leaves more or less dull, light green to dark green. Old dead flowers red to orange. About 50+ clumps on south facing slope in white peaty sand between granite boulders with some Eucalyptus marginata subsp. marginata. Corymbia calophylla nearby but not mixed in stand. PERTH + seed + photos	-34.9377777777778	118.198055555556	Corymbia	Corymbia	Calophyllae	""	""	ficifolia	""
CCA5558	CCA5558	Eucalyptus lirata	CC02	G09	No	R305/T21	DN 1917	Mt Elizabeth Station, WA	305	2010	21	1917		1996-10-13	Eucalyptus lirata	Track from Gibb River Road to new Mount Elizabeth Homestead, WA	Tree 6m tall. Bark rough throughout, thick, somewhat stringy, orange-tan. Leaves slightly discolourous, dull, blue-green. On rocky rise with C. collina, C. drysdalensis and C. ferruginea ssp. stypophylla. PERTH	-16.4783333333333	126.203055555556	Eucalyptus	Eudesmia	Complanatae	Similes	""	lirata	""
CCA5430	CCA5430	Eucalyptus camaldulensis subsp. minima	CC02	H09	Yes	R300/T25	DN 5233	Yunta, SA	300	2010	25	5233		2008-10-27	Eucalyptus camaldulensis subsp. minima	Yunta Creek, ca. 2 km S of Yunta on Spring Dam road, South Australia.	Tree to 20 metres tall. Bark smooth throughout, pale grey and white. Leaves dull, blue-green. Branchlets not pruinose.  Dominant tree in major sandy creek bed. AD, CANB, MEL Seeds	-32.5922222222222	139.568333333333	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	camaldulensis	minima
CCA5408	CCA5408	Eucalyptus chartaboma	CC02	A10	No	R298/T16	DN 5143	Pentland, Qld	298	2015	16	5143		2007-08-15	Eucalyptus chartaboma	Flinders Highway, Queensland.	Tree to 15 metres tall. Bark rough to 2 to 4.5 metres up, flaky-papery; smooth and white above. Branchlets pruinose.  On pale sandy soil on flat topography in woodland with Corymbia setosa subsp. pedicellaris, C. erythrophloia and Eucalyptus similis. AD	-20.6069444444444	145.33	Eucalyptus	Eudesmia	Complanatae	Miniatae	Inclinatae	chartaboma	""
CCA4957-rep1	CCA4957	Eucalyptus camaldulensis subsp. camaldulensis	CC02	B10	Yes	R260/T13	DN 4733	Minlaton, SA	260	2004	13	4733		2003-10-08	Eucalyptus camaldulensis subsp. camaldulensis	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD	-34.7833333333333	137.6	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	camaldulensis	camaldulensis
CCA4957-rep2	CCA4957	Eucalyptus camaldulensis subsp. camaldulensis	CC02	A01	Yes	R260/T13	DN 4733	Minlaton, SA	260	2004	13	4733		2003-10-08	Eucalyptus camaldulensis subsp. camaldulensis	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD	-34.7833333333333	137.6	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	camaldulensis	camaldulensis
CCA4939	CCA4939	Eucalyptus botryoides	CC02	C10	No	R248/T18	DN 6307	Turpentine Range, NSW	248	2013	18	6307		2012-03-21	Eucalyptus botryoides	Jerrawangala Lookout, Jerrawangala National Park, New South Wales.	Tree to 35 metres tall. Bark rough to 100 to 120 mm diameter, moderately fissured, grey-brown. Leaves discolorous, glossy and mid-green above. Below and on sandstone cliff/escarpment in +/- pure forest stand. AD Photos + seeds	-35.1027777777778	150.407222222222	Eucalyptus	Symphyomyrtus	Latoangulatae	Transversae	""	botryoides	""
CCA4776	CCA4776	Eucalyptus exserta	CC02	D10	No	R241/T07	DN 6168	Bebo, NSW	241	2013	7	6168		2012-03-07	Eucalyptus exserta	Nicholls Rd, Bebo State Forest, New South Wales.	Scraggly mallee to 6 metres tall. Bark rough over most of stems, moderately coarsely fissured, grey. Leaves dull, blue-green. Small stand on top of sandstone rise with Corymbia trachyphloia subsp. amphistomatica, and with Eucalyptus dealbata and E. melanophloia subsp. melanophloia nearby. AD Photos + seeds	-28.7966666666667	150.77888888888901	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	exserta	""
CCA4913	CCA4913	Eucalyptus alba var. australasica	CC02	E10	No	R247/T14	DN 4211	Ramingining, NT	247	2002	14	4211		2001-11-17	Eucalyptus australasica ms	Near Blyth River on Ramingining to Maningrida road, Northern Territory.	Tree 12 metres tall. Bark smooth throughout, + dull, not powdery, pale grey over white and yellow-cream. Leaves + dull, pale green. Dominant tree here, first seen of this species seen comming via Bulman, growing in broad swamp of loam with some Corymbia ptychocarpa subsp. aptycha, C. polycarpa and Eucalyptus tetrodonta. AD, CANB, DNA Photos	-12.3761111111111	134.662222222222							
CCA4770	CCA4770	Eucalyptus tenuipes	CC02	F10	No	R241/T01	DN 6475	Barakula State Forest, Qld	241	2013	1	6475		2012-06-24	Eucalyptus tenuipes	Barakula State Forest scientific area, Queensland.	Multi-stemmed erect tree to 7 metres tall. Bark rough to small branches, stringy-fibrous, grey-brown over red-brown. Leaves discolorous, slightly glossy and dark green above. On pale grey-brown sand with Corymbia bloxsomei, Eucalyptus panda and E. fibrosa. AD Seeds	-26.1527777777778	150.337222222222	Eucalyptus	Cuboidea	""	""	""	tenuipes	""
CCA4557	CCA4557	Eucalyptus obesa	CC02	G10	Yes	R231/T05	DN 3724	Lake Grace, WA	231	2001	5	3724		2001-01-21	Eucalyptus obesa	East of Lake Grace towards Newdegate, Western Australia.	Mallee 6 metres tall. Bark smooth throughout, dull, pale grey and pinkish over slightly powdery white. Leaves glossy, slightly blue-green. Flowers cream. Growing on broad rise of white sand over laterite with Eucalyptus albida. CANB, PERTH	-33.1063888888889	118.516944444444	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Decipientes	obesa	""
CCA3997	CCA3997	Eucalyptus gongylocarpa	CC02	H10	Yes	R200/T29	DN 4303	Wiluna, WA	200	2002	29	4303		2001-11-27	Eucalyptus gongylocarpa	Wiluna to Granite Peak road, near Camel Well, Western Australia.	Tree 10 metres tall. Bark smooth throughout, light grey over white over yellowish cream. Leaves dull, greyish. Branchlets, buds and fruits glaucous. Growing in a pure stand on plain of deep red sand. CANB, PERTH	-26.1530555555556	121.274722222222	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Acetabuliformes	gongylocarpa	""
CCA3916	CCA3916	Eucalyptus saligna	CC02	A11	Yes	R195/T02	DN 2924	Gibraltar Range, NSW	195	2000	2	2924		1999-12-16	Eucalyptus saligna	Acsent to New England Tableland from Grafton on Gwydir Highway, New South Wales.	Tree 25 m tall. Bark smooth throughout, grey-green over light grey. Leaves very discolorous, glossy and green above. Growing on steep slope in dense wet forest with Eucalyptus campanulata and E. microcorys. AD	-29.4494444444444	152.368611111111	Eucalyptus	Symphyomyrtus	Latoangulatae	Transversae	""	saligna	""
CCA3651	CCA3651	Eucalyptus odontocarpa	CC02	B11	No	R183/T30	DN 1199	Great Sandy Desert, WA	183	2000	30	1199		1994-12-01	Eucalyptus odontocarpa		Mallee 3m tall. Bark rough, dark grey brown for about 1m then smooth tan. Leaves glossy, green. No parts glaucous. Growing on red sand with E. odontocarpa - gamophylla intergrades and E. pachyphylla. A Photo	-22.5061111111111	124.082222222222	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Patelliformes	odontocarpa	""
